gpu_id,test_PSNR,dataset_path,output_folder,lambda_dist,test_LPIPS,test_SSIM,psnr
2,30.445556640625,/optane/nerf_datasets/360/room,output/room_ld0,0,0.17522099614143372,0.9271334409713745,35.76269531459385
3,27.670068740844727,/optane/nerf_datasets/360/counter,output/counter_ld0,0,0.17477773129940033,0.894745409488678,32.46414350314494
0,23.123371124267578,/optane/nerf_datasets/360/bicycle,output/bicycle_ld0,0,0.4135810136795044,0.623532235622406,23.66088077976521
1,24.792770385742188,/optane/nerf_datasets/360/garden,output/garden_ld0,0,0.25180360674858093,0.7790443301200867,27.718332731162768
1,24.46687126159668,/optane/nerf_datasets/360/stump,output/stump_ld0,0,0.37359005212783813,0.6756018400192261,27.981741420526824
3,21.228513717651367,/optane/nerf_datasets/360/treehill,output/treehill_ld0,0,0.5069904923439026,0.5238358974456787,21.807965896360297
2,30.136777877807617,/optane/nerf_datasets/360/bonsai,output/bonsai_ld0,0,0.13666842877864838,0.9393410682678223,35.028264558790504
0,29.095661163330078,/optane/nerf_datasets/360/kitchen,output/kitchen_ld0,0,0.12077023833990097,0.9173079133033752,33.67762903390717
