test_SSIM,psnr,output_folder,gpu_id,test_PSNR,final_encoding_lr,vertices_lr,final_vertices_lr,end_clip_multi,test_LPIPS,start_clip_multi,encoding_lr
0.7758018970489502,26.942531701614033,output/scm5.00E-03_ecm5.00E-03_vl1.00E-04_fvl5.00E-08_el3.00E-03_fel3.00E-03,1,25.073043823242188,3.00E-03,1.00E-04,5.00E-08,5.00E-03,0.2718506157398224,5.00E-03,3.00E-03
0.7644052505493164,26.4326537542634,output/scm5.00E-03_ecm5.00E-03_vl1.00E-04_fvl1.00E-04_el3.00E-03_fel3.00E-03,2,24.891767501831055,3.00E-03,1.00E-04,1.00E-04,5.00E-03,0.2996198534965515,5.00E-03,3.00E-03
0.7780643105506897,26.90821622668025,output/scm1.00E-03_ecm1.00E-03_vl1.00E-03_fvl5.00E-08_el3.00E-03_fel3.00E-03,0,25.10985565185547,3.00E-03,1.00E-03,5.00E-08,1.00E-03,0.2910861074924469,1.00E-03,3.00E-03
0.7838249206542969,27.05884466527559,output/scm1.00E-03_ecm1.00E-03_vl5.00E-04_fvl5.00E-08_el3.00E-03_fel3.00E-03,1,25.205297470092773,3.00E-03,5.00E-04,5.00E-08,1.00E-03,0.27793756127357483,1.00E-03,3.00E-03
0.7797198295593262,27.01083180598848,output/scm1.00E-03_ecm1.00E-03_vl1.00E-04_fvl5.00E-08_el3.00E-03_fel3.00E-03,2,25.239601135253906,3.00E-03,1.00E-04,5.00E-08,1.00E-03,0.269452840089798,1.00E-03,3.00E-03
0.7826571464538574,26.915396131942288,output/scm1.00E-03_ecm1.00E-03_vl1.00E-04_fvl5.00E-08_el6.00E-03_fel6.00E-03,3,25.267629623413086,6.00E-03,1.00E-04,5.00E-08,1.00E-03,0.2663852274417877,1.00E-03,6.00E-03
0.7848179340362549,26.84770172928604,output/scm1.00E-03_ecm1.00E-03_vl1.00E-04_fvl5.00E-08_el1.00E-02_fel1.00E-02,0,25.355995178222656,1.00E-02,1.00E-04,5.00E-08,1.00E-03,0.2674171030521393,1.00E-03,1.00E-02
