test_SSIM,output_folder,test_PSNR,psnr,gpu_id,lights_lr,test_LPIPS,sh_interval,final_lights_lr,lights_lr_delay,densify_start,lambda_color
0.8022826313972473,output/si2000_lc0_ds2500_lld0_ll1.00E-03_fll1.00E-03,25.805761337280273,27.058296345864132,2,1.00E-03,0.23116464912891388,2000,1.00E-03,0,2500,0
0.7991270422935486,output/si2000_lc0_ds2500_lld500_ll5.00E-03_fll5.00E-03,25.569501876831055,26.748212045107426,3,5.00E-03,0.23829881846904755,2000,5.00E-03,500,2500,0
0.7995121479034424,output/si2000_lc0_ds2500_lld0_ll5.00E-03_fll5.00E-03,25.19248390197754,26.80763608899773,1,5.00E-03,0.23766709864139557,2000,5.00E-03,0,2500,0
0.7851791381835938,output/si2000_lc0_ds2500_lld0_ll1.00E-02_fll1.00E-02,24.330263137817383,26.226941996647465,0,1.00E-02,0.29328906536102295,2000,1.00E-02,0,2500,0
